tsne,tsne,sammon,sammon,isomap,isomap,lle,lle,y
0,1,0,1,0,1,0,1,0
-2.7788801,-52.01423,-25.806594373706886,-13.869612969872081,99.17596708844195,-30.251158634961907,-0.06002020815167695,0.0321516789285513,0
6.9135356,13.342675,12.437655660276022,25.326499064794962,-28.068093662328074,47.022784601615754,0.009125071792286341,-0.027590425890611753,1
-14.442142,15.285064,4.111614131784848,31.365925505170644,-33.620182771265306,2.8380288659425146,0.003883422792540438,-0.01881953744653012,2
-29.41914,-5.6358767,8.513664993441669,-26.10455725393805,6.309621381598917,-70.58648317999958,0.0052803962468021,-0.0034735729020134365,3
33.78948,6.699696,-29.365256834147818,30.49196217945248,43.42761607849077,111.75330549780374,0.014114860807924576,-0.001310074452694122,4
-22.98187,-13.104654,-1.5270303561390988,-32.503666369673866,13.023931823545473,-74.88846203754562,0.005854901094432532,-0.004612077953717997,5
29.029774,-13.350161,-21.3443275602526,17.698681180332727,38.69228674574549,40.46987819841511,-0.00926807967811544,-0.02099106984568,6
3.346436,37.464878,34.94652097629131,26.241821366900624,-90.40162150390032,19.808344476265248,0.03431878429367155,0.05282908233354608,7
-13.397047,4.4466147,4.822682855291556,-7.665669689477073,-34.332057832416616,-29.905917698779778,0.007891142846951348,-0.01392394740939848,8
-16.571522,-13.412945,-17.738296921768637,-22.59891363504104,-16.779443036075456,-59.71696805315335,0.005951513994434423,-0.005926118743106093,9
-0.83121294,-48.65159,-26.051277848708462,-1.1560802326769362,109.74052228754746,-6.482364301659948,-0.05992953213933705,0.03211769769756117,0
14.237677,13.219542,-26.34664146237559,-31.095315647244853,-27.116591867026063,59.58025770670634,0.010572502125784035,-0.021195177866364493,1
-29.420927,25.282112,30.438593899244978,-12.508668318569274,-27.3711989810445,-57.39694238577337,-0.01245025506414288,-0.01531808977668185,2
-32.633423,0.8633448,11.846090632070108,-27.90503225361942,-22.045286520261353,-73.45067814663204,0.007311706571493998,0.0001745695990963922,3
35.405533,10.584183,-21.894494272225934,31.077502514619187,38.68850843751261,88.29369158876213,0.015593628648298889,0.00239339313083287,4
4.2381825,-12.364798,38.4947726989595,5.075632172802286,-32.03949084520217,34.99025747514103,0.004389293449694626,-0.008448054786696533,5
26.072166,-16.53587,-29.338965861339073,25.40494723937426,64.02994351406056,24.360456869998636,-0.011950380217623957,-0.019556997826003817,6
10.0566635,37.738007,6.139447177285469,21.133931846348254,-76.93866194474388,26.640582292643078,0.034771181538116036,0.05400940166831398,7
-5.0167546,7.6290474,22.360050867867525,5.995206297611232,-56.705096098426246,-1.1555453767582142,0.008071505283947547,-0.017484230551930307,8
-25.420382,-13.761825,2.534479348129107,-40.924773948437206,10.611611163404005,-77.4564336867683,0.005080819115876481,-0.004973202299749126,9
5.254924,-49.68484,-30.60575615061245,-6.38101602673937,98.00978236172722,-7.262928616814089,-0.05983455255580588,0.03205990409143975,0
14.360169,11.815118,17.91369781213525,-35.081738450499856,-37.495445398937065,46.07537227185816,0.010341151049777992,-0.02170219765562284,1
-26.258928,25.432539,28.08147906738351,-11.677125115599154,-34.96625870352884,-20.527220273897157,-0.011431767917690377,-0.017595563860136394,2
-33.61564,5.615779,16.855384759232848,-26.890661322937984,-35.23917392700527,-51.03451581811659,0.01473499557513485,0.014621767684061393,3
32.66568,8.032921,-27.595120651629014,27.08595471062831,25.276601243344217,107.02673623189592,0.014813807690007225,-0.000582182844563262,4
7.587839,-13.21893,10.182157696048312,12.55541876866306,-9.605699796597264,25.2211948030102,0.0035740114387497962,-0.00889016865950383,5
