tsne,tsne,sammon,sammon,isomap,isomap,lle,lle,y
0,1,0,1,0,1,0,1,0
6.6472464,11.364389,8.193859755591973,-5.092311988905751,-13.16997,11.143574,-0.021091646704372566,0.02187883082327736,0
-7.573076,13.545567,7.280788975935959,9.418909675665544,-7.034927,-4.9753747,-0.02016544621911444,0.008344996587764008,0
7.2841015,11.700573,9.305736675058352,-3.189728770886734,-12.627036,5.823794,-0.02189404094698186,0.022157072797615474,0
9.639956,2.436863,-3.111226069063718,-13.617992568134603,0.058464836,19.900599,-0.011113970882898522,0.024022097926416422,0
-6.4452252,12.620203,10.379874486858144,-0.3989781192474796,-9.239893,-0.83142096,-0.02285152860897041,0.019061980945739233,0
9.399907,3.8148248,0.9942350453990584,-12.030182741993768,-1.3827584,21.298098,-0.01451913443672198,0.023426898051123052,0
5.442305,10.906144,7.716962951927427,-5.853187346744628,-9.965078,12.992398,-0.020975725983288347,0.021648016297098484,0
5.485929,7.4171634,3.805883004495421,-9.512194591445958,-9.263657,10.431936,-0.0211026741660506,0.024012495979021446,0
4.6121044,11.159067,7.708333612480059,-8.270325115689436,-12.553799,15.106427,-0.02296494880643071,0.023704329600363217,0
-7.366103,11.80081,7.142743053328643,8.109651166479601,-7.822145,-4.5589623,-0.02177884703180646,0.020548494505030296,0
20.616457,6.89413,5.504127766898777,1.0538493814542382,-10.103937,-2.2429814,-0.023912851263181115,-0.03508999657790477,1
20.935879,4.090013,6.526059604917635,4.512422225729325,-5.8464217,-5.2267513,-0.02747985381855891,-0.037003648840233695,1
20.523628,5.1887145,5.624277590694976,4.8319100890604,-9.33324,-5.648374,-0.026046015355705186,-0.029371216035900517,1
21.47845,5.0911474,4.394254796940045,7.4110174662848936,-8.04337,-7.229128,-0.026657781137413485,-0.039436784546364304,1
19.957088,3.7065701,7.197086907754732,4.162760020374725,-7.309278,-6.132596,-0.02698273207074687,-0.034825857721865014,1
22.088484,4.138509,5.017071632159503,7.3561307655077295,-8.2920885,-7.367886,-0.027350259674510286,-0.04479083207039686,1
21.993317,7.451628,1.0632774729428789,6.270201623311904,-13.500975,-10.979169,-0.026310371724634175,-0.04675324608102428,1
21.559214,6.606533,3.2667888417654343,6.113041255616379,-12.127382,-8.075461,-0.02598252217415095,-0.04419410109739169,1
22.165981,3.9754841,4.647245654556876,8.628419734703838,-8.568042,-7.0949197,-0.027692817385237507,-0.04395231440432575,1
21.431051,7.0428305,3.5446472851462203,3.64667273387759,-8.789813,-5.358423,-0.025676217002513147,-0.04595163887268562,1
-9.954088,-4.499801,-2.273113496697009,4.636201877422305,3.7115898,-10.754573,-0.019708152259911068,0.028325895143775603,2
-10.860695,-4.0364633,-1.6941021265120053,6.3218223053086104,5.3388977,-8.717579,-0.02028277036759417,0.024857852409632612,2
-10.961164,-3.9378827,-1.0694387550429136,5.482919807649497,1.5319816,-6.510128,-0.01948348840094331,0.021882422585839324,2
1.2257308,-10.892446,-6.17903845884241,-2.109554531797635,8.658902,2.1586714,0.00141881078749219,0.023534841498819545,2
1.2856545,-10.912021,-7.095442943022116,-4.1919168934045965,9.06015,6.0959067,0.0003989107448026415,0.02278114999099569,2
-17.332563,-2.5898924,-0.4828829233985185,5.605728923467695,-1.4152201,2.840265,-0.010774607778440455,0.024453981660187033,2
2.6245375,2.2771606,0.02791719410261102,-6.412100222323419,0.90428424,8.052274,-0.014761977015715355,0.025670734222470144,2
3.3531446,2.4597492,-2.868998319547675,-7.946196429217048,2.5133111,10.619213,-0.010865300552038782,0.025105530786174366,2
-3.9588592,8.020827,3.268269495657818,-2.038063897412003,-7.7001877,1.0379213,-0.0228207034324973,0.023368217506716322,2
-3.9476132,8.193278,3.5735617548886944,-1.162457875932173,-5.605231,-0.4612391,-0.02312123853154197,0.025264057127378226,2
2.0307615,-7.575096,-1.1255686848868058,-1.7631951951906484,-2.8531404,0.17146006,-0.016008792645424492,0.027816144564033616,3
-0.5416347,-6.99928,1.0356709154193344,4.473378328207645,-3.1730478,-0.43894967,-0.01769460981487103,0.020238079124323557,3
2.1597865,-8.6029625,-3.6816776570071714,-2.8292417225410538,1.4434453,-0.9800938,-0.009394932052458187,0.02961729235508775,3
-0.756325,8.718433,4.268350427387426,-2.0157471949449284,-7.2573385,1.9174993,-0.02657043365731847,0.02331553707903927,3
-1.3867832,9.093189,4.820232790040623,0.6732219455890183,-6.707497,-0.8884214,-0.027869246355426185,0.023181089434007738,3
6.9905663,3.6992993,-0.037285907054038746,-9.696139907736045,0.8608623,14.232036,-0.010991235765083674,0.02213986243476738,3
0.93104774,7.6025195,4.06227403221467,-3.7604913516602085,-5.7558637,5.8604097,-0.024012335435449506,0.021164250505785378,3
2.1356606,-7.718076,-1.7787951749219866,-3.1651822862432955,-4.0826616,0.689759,-0.01573935635578711,0.026496549346116977,3
-0.45587423,-7.6122103,-0.029505281879790245,5.520443606392804,-1.4995799,-0.20911069,-0.0152369305312331,0.008911439181345886,3
-3.2477987,11.908227,6.273648588181511,3.4617926657596985,-5.8007455,-3.0298982,-0.02797256950265359,0.018346820121187716,3
-2.2549534,0.8844272,-0.12906401800353562,-1.2214749289133653,-0.13366441,0.24082032,-0.02217149513211159,0.02666367847852901,4
-8.482434,-2.9151404,-0.793551273897137,3.1424950829075464,1.117689,-6.3693404,-0.021862097414766107,0.02726156262934868,4
-8.551087,-3.1034303,-1.6959371689659384,4.843312202476669,2.5050282,-6.067791,-0.019531866063411746,0.029969364429279787,4
-2.1439385,0.8916854,-0.2886377994817506,-1.4263659707079603,-0.24969012,1.0848699,-0.022717397102417446,0.026788233365644596,4
5.8589044,1.8613302,0.06202674870709034,-9.388336726879505,0.016956523,11.987382,-0.019754372516468072,0.025400327638547524,4
5.300858,1.5223005,-0.327405920620952,-8.230375375851766,1.4341985,10.568041,-0.019028385083662027,0.02618175661563955,4
-1.2024425,0.64464873,0.17414581217066336,-2.6736115038854207,-0.36222228,4.408754,-0.023357499177166487,0.023335428457529953,4
4.566046,0.95364374,-1.161800420476763,-6.214658568288499,2.9938824,7.98125,-0.018899002474241137,0.02756722591691903,4
4.8799086,1.9335933,0.9537392119853061,-6.951228872554553,-1.6490439,9.586156,-0.01993239996256369,0.026287670532456966,4
3.0801105,5.331623,4.268904736901719,-7.774906549623765,-6.517752,14.244915,-0.02253138338603603,0.02715754255551541,4
0.13901535,14.49036,7.1856505326368625,-1.683784834008393,-10.333781,-0.6154008,-0.027680979261920164,0.026867314080343638,5
0.25252607,14.230812,6.719586043848694,-2.0960843164034593,-6.4359403,0.7815588,-0.02672872898928671,0.026819072127684078,5
0.33324915,14.775753,7.7163226341510045,-2.446579738388504,-8.7424135,1.2401756,-0.026647835536341764,0.027148243792747672,5
1.571833,17.61779,9.488741103051623,-8.492937601346355,-11.240571,9.681809,-0.025500614795683052,0.029014652925541555,5
2.294375,18.593287,8.11765806090204,-10.056761004148417,-10.609383,15.687486,-0.025120967051723644,0.02906010174393037,5
2.3125818,17.203959,10.74477872599105,-7.962722722171204,-11.955655,11.037074,-0.02555751034612915,0.028731192778554696,5
3.0737429,18.212631,7.550185621786413,-10.79720824628318,-9.937756,19.199553,-0.024002651700576607,0.02841943241103505,5
1.5163151,16.625114,11.235032518502893,-6.223436861751817,-12.389165,7.3701916,-0.02687611518429256,0.02819024293197983,5
3.2985184,18.80183,6.213465478193883,-11.838270747242905,-7.034555,18.853703,-0.02304671210696282,0.027902075017874915,5
1.645028,18.199549,9.120582390734183,-9.44867260046576,-11.205826,10.936674,-0.026331461607945788,0.02948991240243494,5
8.818488,18.979664,8.93267169934375,-3.3632069342603734,-14.147733,2.565535,-0.030609820728701,-0.11245627372128078,6
9.387803,19.811615,8.546820573047972,-1.1713687167344973,-13.311606,-4.6756015,-0.029014918677126276,-0.0788620325144023,6
5.0817823,14.569795,5.775592329318685,-9.378423135922823,-9.490059,12.240142,-0.023674522169616775,-0.01079678229915344,6
7.1166263,18.077644,3.668536044525778,-8.400662947126623,-8.161935,10.813026,-0.024589367515325446,-0.04181986761957886,6
7.738238,18.491245,7.058454472546027,-7.657337009937268,-12.9905615,8.988654,-0.026253408290740785,-0.081889628549895,6
